30 70
80 30
23
8.870967741935 84.649122807018 1
8.640552995392 62.134502923977 1
21.082949308756 62.426900584795 1
32.373271889401 75.584795321637 3
58.870967741935 76.461988304094 1
77.534562211982 66.520467836257 1
53.571428571429 42.836257309942 1
13.940092165899 40.497076023392 1
14.861751152074 47.807017543860 1
56.105990783410 57.748538011696 3
72.926267281106 50.438596491228 1
94.585253456221 51.023391812865 1
93.433179723502 38.157894736842 1
69.009216589862 37.865497076023 3
75.460829493088 25.584795321637 1
75.000000000000 13.596491228070 1
37.672811059908 19.444444444444 1
35.599078341014 29.678362573099 3
19.470046082949 35.233918128655 1
28.917050691244 34.064327485380 1
29.377880184332 13.011695906433 1
17.165898617512 13.011695906433 1
12.096774193548 24.415204678363 3
